ID,Materia,Curso,Tipo,Link
44557,estruturação de controladoria em pequenas empresas e empresas familiares,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44557,&d=false"
44526,ciência dos dados,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44526,&d=false"
44464,design de computadores,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44464,&d=false"
44377,computer vision,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44377,&d=false"
44292,mathematical economics,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44292,&d=false"
44280,teorias de democratização: uma análise baseada em teoria dos jogos,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44280,&d=false"
44151,elementos de sistemas,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44151,&d=false"
44078,engineering analytics ii,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44078,&d=false"
44064,sustainability-based strategy,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44064,&d=false"
44045,sustentabilidade e esg: desafios e oportunidades,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44045,&d=false"
44014,introdução à teoria da relatividade,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=44014,&d=false"
43963,trade marketing e omnicanalidade,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43963,&d=false"
43918,política fiscal,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43918,&d=false"
43833,fintechs e inovação em serviços financeiros,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43833,&d=false"
43806,introdução à teoria da escolha pública,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43806,&d=false"
43724,instrumentação e medição,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43724,&d=false"
43715,modelagem e controle,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43715,&d=false"
43713,controle de nanossatélites,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43713,&d=false"
43610,empreendedorismo tecnológico,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43610,&d=false"
43598,co-design de aplicativos,engenharia de computação,obrigatória,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43598,&d=false"
43493,mercados financeiros 360°: negócios e oportunidades de carreira na indústria financeira,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43493,&d=false"
43449,mundo financeiro - regulação e negócios,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43449,&d=false"
43435,fisica médica,engenharia de computação,eletiva,"https://cgi.insper.edu.br/DiarioDeClasse/PlanoDeAula/PlanoDeAulaPDF.aspx?t=Plano%20de%20Aula%20Atualizado&id=43435,&d=false"
